"nom","type","courte_description","source","condition","avantage","normal","url"
"Lithoderme renforcé","[Racial]","Des excroissances rocheuses sur la peau du personnage le protègent contre les attaques.","Races de la Pierre","[[Goliath]]","Le personnage possède un bonus d'armure naturelle de +1 a la CA.","","https://gemmaline.com/dons/dons-lithoderme-renforce-656.htm"
"Littéraire","[Général, Compétence]","Le personnage a un truc avec les écrits.","Experts 3.5","[[]]","Le personnage obtient un bonus de +2 sur tous ses tests de Contrefaçon  et Décryptage.
		","","https://gemmaline.com/dons/dons-litteraire-2340.htm"
"Locution de l’Altération de l’outil","[Général, Verbe]","La maîtrise des protonymes des objets du personnage augmente","Book of Words","[[Degré de maîtrise de 12 en Prime idiome], [Faculté de prononcer des locutions du lexique de l’Altération de l’outil]]","Le personnage apprend une locution du lexique de l'Altération de l'outil. Celle-ci doit avoir un niveau au maximum égal au plus haut niveau de locution du lexique de l’Altération de l’outil que le personnage connaît.","","https://gemmaline.com/dons/dons-locution-de-l-alteration-de-l-outil-2469.htm"
"Locution de l’Évolution de l’être","[Général, Verbe]","La maîtrise des protonymes des créatures du personnage augmente","Book of Words","[[Degré de maîtrise de 9 en Prime idiome], [Faculté de prononcer des locutions du lexique de l’Évolution de l’être]]","Le personnage apprend une locution du lexique de l'Évolution de l'être. Celle-ci doit avoir un niveau au maximum égal au plus haut niveau de locution du lexique de l’Évolution de l’être que le personnage connaît.","","https://gemmaline.com/dons/dons-locution-de-l-evolution-de-l-etre-2468.htm"
"Locution de prédilection","[Général, Verbe]","Le personnage maîtrise une locution plus que les autres, et ses ennemis ont plus de mal à résister à ses mots.","Book of WordsRecueil de Magie","[[Faculté de prononcer des locutions]]","Choisissez une locution connue. Le DD du jet de sauvegarde de la locution augmente de 1 et le personnage reçoit un bonus de +2 aux tests de Prime idiome pour la prononcer.
Ces bonus s'appliquent aussi à la locution inversée, si elle existe.","","https://gemmaline.com/dons/dons-locution-de-predilection-2449.htm"
"Locution du Perfectionnement de l’espace","[Général, Verbe]","La maîtrise des protonymes des lieux du personnage augmente","Book of Words","[[Degré de maîtrise de 15 en Prime idiome], [Faculté de prononcer des locutions du lexique du Perfectionnement de l’espace]]","Le personnage apprend une locution du lexique du Perfectionnement de l'espace. Celle-ci doit avoir un niveau au maximum égal au plus haut niveau de locution du lexique du Perfectionnement de l’espace que le personnage connaît.","","https://gemmaline.com/dons/dons-locution-du-perfectionnement-de-l-espace-2473.htm"
"Locution étendue","[Inflexion]","Les effets des locutions du personnage peuvent porter plus loin que la moyenne.","Book of WordsRecueil de Magie","[[Degré de maîtrise de 6 en Prime idiome], [Faculté de prononcer des locutions.]]","La portée d'une locution étendue est doublée. Pour la plupart des locutions, cela signifie qu'elle passe à 36 mètres. Ce don est sans effet sur les locutions dont la portée est « contact ».
Le DD du test de Prime idiome d'une locution étendue est augmenté de +2.","","https://gemmaline.com/dons/dons-locution-etendue-1827.htm"
"Locution inaudible","[Inflexion]","Le personnage peut prononcer ses locutions sans être entendus des autres.","Book of Words","[[Faculté de prononcer des locutions]]","Une faculté inaudible est difficile à entendre. Il faut réussir un test de Perception auditive (DD égal au résultat du test de Prime idiome) pour l'entendre. les malus due à la distance ou au bruit ambiant s'applique normalement.
De plus, un personnage sourd ou incapable de s'entendre ne subit pas de risque d'échec en lançant une locution inaudible.
Le DD du test de Prime idiome d'une locution inaudible augmente de +2.","","https://gemmaline.com/dons/dons-locution-inaudible-2442.htm"
"Locution inférieure de l’Altération de l’outil","[Général, Verbe]","La maitrise du Prime idiome du personnage lui permet d'obtenir la compréhension nécessaire pour altérer le monde autour de lui.","Book of Words","[[Degré de maîtrise de 9 en Prime idiome], [Faculté de prononcer au moins 1 locution]]","Le personnage apprend une locution de niveau 1 du lexique de l'Altération de l'outil.","","https://gemmaline.com/dons/dons-locution-inferieure-de-l-alteration-de-l-outil-2470.htm"
"Locution inférieure de l’Évolution de l’être","[Général, Verbe]","La maitrise du Prime idiome du personnage lui permet d'obtenir la compréhension nécessaire pour prononcer une locution simple.","Book of Words","[[Degré de maîtrise de 6 en Prime idiome]]","Le personnage apprend une locution de niveau 1 du lexique de l'Évolution de l'être.","","https://gemmaline.com/dons/dons-locution-inferieure-de-l-evolution-de-l-etre-2465.htm"
"Locution inférieure du Perfectionnement de l’espace","[Général, Verbe]","La maitrise du Prime idiome du personnage lui permet d'obtenir la compréhension nécessaire pour altérer ce qui l'entoure.","Book of Words","[[Degré de maîtrise de 12 en Prime idiome], [Faculté de prononcer au moins 2 locutions]]","Le personnage apprend une locution de niveau 1 du lexique du Perfectionnement de l'espace.","","https://gemmaline.com/dons/dons-locution-inferieure-du-perfectionnement-de-l-espac-2474.htm"
"Locution intense","[Inflexion]","Il est plus difficile de résister aux locution du personnage.","Book of Words","[[Faculté de prononcer des locutions]]","Lorsqu'il prononce une locution intense, le prononceur peut volontairement augmenter le DD du test de Prime Idiome pour la prononcer. Pour chaque tranche de 5 points ajouter, le niveau effectif de la locution ainsi que le DD de son jet de sauvegarde augmentent de 1. Tous les effets dépendant du niveau de la locution (comme par exemple le test de Concentration ou l a faculté de passer uun globe mineur d'invulnérabilité) sont affectés.","","https://gemmaline.com/dons/dons-locution-intense-2444.htm"
"Locution lointaine","[Inflexion]","Le personnage est capable d'affecter des cibles plus éloignées avec ses locutions.","Book of Words","[[Faculté de prononcer des locutions]]","La portée d'une locution lointaine est doublée. Pour la majorité des locutions, celle-ci devient donc de 36 mètres.
Le DD du test de Prime idiome d'une locution lointaine augmente de +2. ","","https://gemmaline.com/dons/dons-locution-lointaine-2443.htm"
"Locution majeure de l’Altération de l’outil","[Général, Verbe]","La maitrise du Prime idiome du personnage lui confère de plus grands pouvoirs sur les objets qui l'entourent.","Book of Words","[[Degré de maîtrise de 15 en Prime idiome], [Faculté de prononcer au moins 3 locutions]]","Le personnage apprend une locution de niveau 3 du lexique de l'Altération de l'outil.","","https://gemmaline.com/dons/dons-locution-majeure-de-l-alteration-de-l-outil-2471.htm"
"Locution majeure de l’Évolution de l’être","[Général, Verbe]","La maitrise du Prime idiome du personnage lui confère de plus grands pouvoirs contre les autres créatures","Book of Words","[[Degré de maîtrise de 12 en Prime idiome], [Faculté de prononcer au moins 2 locutions]]","Le personnage apprend une locution de niveau 3 du lexique de l'Évolution de l'être.","","https://gemmaline.com/dons/dons-locution-majeure-de-l-evolution-de-l-etre-2467.htm"
"Locution majeure du Perfectionnement de l’espace","[Général, Verbe]","La maitrise du Prime idiome du personnage lui confère de plus grands pouvoirs sur le monde autour de lui.","Book of Words","[[Degré de maîtrise de 18 en Prime idiome], [Faculté de prononcer au moins 4 locutions]]","Le personnage apprend une locution de niveau 3 du lexique du Perfectionnement de l'espace.","","https://gemmaline.com/dons/dons-locution-majeure-du-perfectionnement-de-l-espace-2475.htm"
"Locution mineure de l’Altération de l’outil","[Général, Verbe]","La maitrise du Prime idiome du personnage lui permet d'obtenir des pouvoirs sur les objets.","Book of Words","[[Degré de maîtrise de 12 en Prime idiome], [Faculté de prononcer au moins 2 locutions]]","Le personnage apprend une locution de niveau 2 du lexique de l'Altération de l'outil.","","https://gemmaline.com/dons/dons-locution-mineure-de-l-alteration-de-l-outil-2472.htm"
"Locution mineure de l’Évolution de l’être","[Général, Verbe]","La maitrise du Prime idiome du personnage lui permet d'obtenir des pouvoirs sur les créatures.","Book of Words","[[Degré de maîtrise de 9 en Prime idiome], [Faculté de prononcer au moins 1 locution]]","Le personnage apprend une locution de niveau 2 du lexique de l'Évolution de l'être.","","https://gemmaline.com/dons/dons-locution-mineure-de-l-evolution-de-l-etre-2466.htm"
"Locution mineure du Perfectionnement de l’espace","[Général, Verbe]","La maitrise du Prime idiome du personnage lui permet d'obtenir des pouvoirs sur l'espace.","Book of Words","[[Degré de maîtrise de 15 en Prime idiome], [Faculté de prononcer au moins 3 locutions]]","Le personnage apprend une locution de niveau 2 du lexique du Perfectionnement de l'espace.","","https://gemmaline.com/dons/dons-locution-mineure-du-perfectionnement-de-l-espace-2476.htm"
"Locution prolongée","[Inflexion]","Le personnage peut prononcer ses locutions en une fraction de seconde.","Book of WordsRecueil de Magie","[[Degré de maîtrise de 6 en Prime idiome], [Faculté de prononcer des locutions]]","La durée d'une locution étendue est doublée par rapport à ce qu'indique sa description. Les locutions instantanées ou dont la durée dépend de la concentration du personnage ne sont pas concernées.
Le DD du test de Prime idiome d'une locution étendue est augmenté de +2.
","","https://gemmaline.com/dons/dons-locution-prolongee-1826.htm"
"Locution rapide","[Inflexion]","Le personnage peut prononcer ses locutions en une fraction de seconde.","Book of WordsRecueil de Magie","[[Degré de maîtrise de 12 en Prime idiome], [Faculté de prononcer des locutions]]","La prononciation d'une locution rapide devient une action rapide. Le personnage peut donc exécuter une autre action dans le même round, y compris articuler une autre locution.
Le DD du test de Prime idiome d'une locution rapide est augmenté de +10.","","https://gemmaline.com/dons/dons-locution-rapide-1825.htm"
"Longévité exceptionnelle","[Épique]","Le personnage affiche une longévité remarquable.","Campagnes Légendaires","[[]]","Ajoutez la moitié du résultat maximum de l'âge maximal de la race de votre personnage aux catégories âge mûr. grand âge et âge vénérable. Par exemple, un humain choisissant ce don atteindrait l'âge mûr à 55 ans (plutôt que 35), le grand âge à 73 ans (plutôt que 53) et l'âge vénérable à 90 ans (plutôt que 70). Calculez ensuite l'âge maximal du personnage en exploitant son nouvel âge vénérable.
Ce don ne saurait faire baisser la catégorie d'âge du personnage (par exemple, s'il est d'âge mûr au moment où il choisit ce don, il lui est impossible de revenir à l'âge adulte).","","https://gemmaline.com/dons/dons-longevite-exceptionnelle-2137.htm"
"Longue rage","[Général, Rage]","Les périodes de rage du personnage durent plus longtemps que la normale.","Codex Martial","[[Aptitude de classe de Rage de berserker]]","Les rages de berserker (et les frénésies) du personnage durent chacune 5 rounds supplémentaires.","","https://gemmaline.com/dons/dons-longue-rage-428.htm"
"Lueur éblouissante","[Général]","L'illumination capable de créer le personnage est plsu forte que la normale.","Drow of the Underdark","[[Lueur féerique en guise de pouvoir magique]]","Lorsqu'il utilise Lueur féerique en tant que pouvoir magique, le personnage peut choisir d'éblouir en plus la cible de cet effet pour toute sa durée.
De plus, le personnage gagne une utilisation quotidienne supplémentaire de son pouvoir de Lueur féerique.","","https://gemmaline.com/dons/dons-lueur-eblouissante-1676.htm"
"Lutte sauvage","[Forme animale]","Quand le personnage adopte la forme d’un animal sauvage, il peut lacérer férocement toute créature qu’il parvient à agripper.","Codex Aventureux","[[Aptitude de classe de Attaque sournoise], [Aptitude de classe de Forme animale]]","Quand le personnage est sous forme animale et qu’il réussit un test de lutte visant à infliger des dégâts à une créature avec laquelle il est en situation de lutte, il peut également lui appliquer ses dégâts d’attaque sournoise. Les créatures immunisées contre les dégâts d’attaque sournoise ne sont pas concernées par ces dégâts supplémentaires. Le personnage n’a pas activer ce don ; ses effets sont actifs tant qu’il se trouve sous forme animale.","","https://gemmaline.com/dons/dons-lutte-sauvage-392.htm"
